A0AVT1	(P)+http://purl.obolibrary.org/obo/GO_0006511;(F)-http://purl.obolibrary.org/obo/GO_0042292;(F)-http://purl.obolibrary.org/obo/GO_0019781;(F)+http://purl.obolibrary.org/obo/GO_0005515;(P)-http://purl.obolibrary.org/obo/GO_0002143;(P)-http://purl.obolibrary.org/obo/GO_0032447;(P)-http://purl.obolibrary.org/obo/GO_0000422;(P)-http://purl.obolibrary.org/obo/GO_0044805;(F)-http://purl.obolibrary.org/obo/GO_0019948;(P)-http://purl.obolibrary.org/obo/GO_0006777;(F)-http://purl.obolibrary.org/obo/GO_0016779;(F)-http://purl.obolibrary.org/obo/GO_0019779;(F)+http://purl.obolibrary.org/obo/GO_0019780;(P)-http://purl.obolibrary.org/obo/GO_0000045;(P)-http://purl.obolibrary.org/obo/GO_0006974;(P)-http://purl.obolibrary.org/obo/GO_0034727;(C)-http://purl.obolibrary.org/obo/GO_0000407;(F)-http://purl.obolibrary.org/obo/GO_0019782;(P)-http://purl.obolibrary.org/obo/GO_0006501;(P)+http://purl.obolibrary.org/obo/GO_0016567;(F)-http://purl.obolibrary.org/obo/GO_0071566;(P)-http://purl.obolibrary.org/obo/GO_0071569;(F)-http://purl.obolibrary.org/obo/GO_0004792;(C)+http://purl.obolibrary.org/obo/GO_0005737;(P)-http://purl.obolibrary.org/obo/GO_0045116;(P)-http://purl.obolibrary.org/obo/GO_0016925;(F)-http://purl.obolibrary.org/obo/GO_0004839;(F)-http://purl.obolibrary.org/obo/GO_0019778;(P)-http://purl.obolibrary.org/obo/GO_0032020;(P)-http://purl.obolibrary.org/obo/GO_0006995
A1A4S6	(P)-http://purl.obolibrary.org/obo/GO_0051966;(P)-http://purl.obolibrary.org/obo/GO_0030036;(P)-http://purl.obolibrary.org/obo/GO_0048488;(C)-http://purl.obolibrary.org/obo/GO_0015629;(C)-http://purl.obolibrary.org/obo/GO_0043195;(F)+http://purl.obolibrary.org/obo/GO_0005515;(P)-http://purl.obolibrary.org/obo/GO_1901799;(P)-http://purl.obolibrary.org/obo/GO_0030100;(C)-http://purl.obolibrary.org/obo/GO_0043197
A2RTX5	(C)-http://purl.obolibrary.org/obo/GO_0005829;(F)+http://purl.obolibrary.org/obo/GO_0005515;(C)-http://purl.obolibrary.org/obo/GO_0005739;(C)-http://purl.obolibrary.org/obo/GO_0009507;(C)-http://purl.obolibrary.org/obo/GO_0009570;(P)-http://purl.obolibrary.org/obo/GO_0070159
A2RU49	(P)-http://purl.obolibrary.org/obo/GO_0009088;(F)-http://purl.obolibrary.org/obo/GO_0004413;(F)+http://purl.obolibrary.org/obo/GO_0047992
A2RUS2	(C)-http://purl.obolibrary.org/obo/GO_0005886;(F)+http://purl.obolibrary.org/obo/GO_0005085;(P)-http://purl.obolibrary.org/obo/GO_0000911;(C)-http://purl.obolibrary.org/obo/GO_0030136
A5LHX3	(C)-http://purl.obolibrary.org/obo/GO_0098794;(C)-http://purl.obolibrary.org/obo/GO_0019773;(P)+http://purl.obolibrary.org/obo/GO_0006508;(C)-http://purl.obolibrary.org/obo/GO_0045202;(C)-http://purl.obolibrary.org/obo/GO_0019774;(F)+http://purl.obolibrary.org/obo/GO_0005515;(F)+http://purl.obolibrary.org/obo/GO_0008233
A5PKW4	(F)+http://purl.obolibrary.org/obo/GO_0005085;(P)-http://purl.obolibrary.org/obo/GO_0030036;(C)+http://purl.obolibrary.org/obo/GO_0032154;(C)-http://purl.obolibrary.org/obo/GO_0005829;(F)+http://purl.obolibrary.org/obo/GO_0005515;(C)-http://purl.obolibrary.org/obo/GO_0005802;(P)-http://purl.obolibrary.org/obo/GO_0016192;(C)+http://purl.obolibrary.org/obo/GO_0032587
A5YM72	(F)-http://purl.obolibrary.org/obo/GO_0003973;(P)+http://purl.obolibrary.org/obo/GO_0035499;(F)-http://purl.obolibrary.org/obo/GO_0004460;(F)-http://purl.obolibrary.org/obo/GO_0052853;(F)+http://purl.obolibrary.org/obo/GO_0047730;(F)-http://purl.obolibrary.org/obo/GO_0004459;(F)-http://purl.obolibrary.org/obo/GO_0008891;(C)-http://purl.obolibrary.org/obo/GO_0005777;(F)+http://purl.obolibrary.org/obo/GO_0016887;(P)-http://purl.obolibrary.org/obo/GO_0006089;(C)-http://purl.obolibrary.org/obo/GO_0005886;(P)-http://purl.obolibrary.org/obo/GO_0019516;(P)-http://purl.obolibrary.org/obo/GO_0019395;(P)-http://purl.obolibrary.org/obo/GO_0001561
A6ND01	(F)-http://purl.obolibrary.org/obo/GO_0032217;(F)-http://purl.obolibrary.org/obo/GO_0005542;(F)+http://purl.obolibrary.org/obo/GO_0005515;(F)-http://purl.obolibrary.org/obo/GO_1902444;(F)+http://purl.obolibrary.org/obo/GO_0038023
A6NDG6	(F)-http://purl.obolibrary.org/obo/GO_0008962;(P)+http://purl.obolibrary.org/obo/GO_0045721;(F)-http://purl.obolibrary.org/obo/GO_0101006;(F)-http://purl.obolibrary.org/obo/GO_0008253;(P)-http://purl.obolibrary.org/obo/GO_0046050;(F)-http://purl.obolibrary.org/obo/GO_0004035;(F)-http://purl.obolibrary.org/obo/GO_0004427;(P)-http://purl.obolibrary.org/obo/GO_0032049;(F)+http://purl.obolibrary.org/obo/GO_0043136;(F)+http://purl.obolibrary.org/obo/GO_0008967;(C)-http://purl.obolibrary.org/obo/GO_0009507;(P)+http://purl.obolibrary.org/obo/GO_0006650;(P)+http://purl.obolibrary.org/obo/GO_0006114
